event_id,created_datetime,start_datetime,resolved_datetime,closed_datetime,end_datetime,event_cause,sub_cause,description,comment,priority,requires_road_closure,corridor,zone,ward,junction,latitude,longitude,veh_type,veh_no,reported_by,source_channel,status,severity_reported,Pot_holes,water_logging,tree_fall,weather,rainfall_mm,temperature_c,lanes_blocked,num_vehicles_involved,injuries,fatalities,responder_unit,response_team_size,diversion_applied,signal_id,camera_id,district,police_station,contact_number,landmark,direction,updated_datetime,remarks
EVT-003263,2024-02-12T18:34:00+00:00,2024-02-12T18:34:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Tumkur Road,Z3,W186,,13.062172,77.595565,truck,KA35AB4198,officer,radio,open,medium,0,0,0,clear,0.00,26.8,1,1,0,0,,3,false,SIG72,,Bengaluru,PS33,,,WB,2024-02-12T18:34:00+00:00,
EVT-003264,2024-01-26T02:57:00+00:00,2024-01-26T02:57:00+00:00,,,,water_logging,,water logging slowing traffic; road closure required,,medium,true,Bellary Road,Z6,W21,,12.901267,77.621446,,,officer,radio,open,high,0,1,0,clear,0.00,25.1,1,2,0,0,,3,true,SIG4,,Bengaluru,PS6,,,WB,2024-01-26T02:57:00+00:00,
EVT-003265,2024-01-16T04:15:00+00:00,2024-01-16T04:15:00+00:00,,,,pot_holes,,pothole causing slowdown,,medium,false,Mysore Road,Z8,W112,,13.073731,77.749796,,,officer,radio,open,medium,1,0,0,clear,0.00,26.8,1,1,0,0,,1,false,SIG2,,Bengaluru,PS36,,,NB,2024-01-16T04:15:00+00:00,
EVT-003266,2024-04-09T22:07:00+00:00,2024-04-09T22:07:00+00:00,,,,others,,incident reported,,high,false,Mysore Road,Z5,W27,,13.056723,77.460199,,,officer,radio,open,high,0,0,0,clear,1.4,22.7,1,2,0,0,,0,false,SIG87,,Bengaluru,PS33,,,EB,2024-04-09T22:07:00+00:00,
EVT-003267,2023-12-25T16:29:00+00:00,2023-12-25T16:29:00+00:00,,,,tree_fall,,tree fallen across carriageway,,medium,false,Tumkur Road,Z5,W58,,13.104715,77.556798,,,officer,radio,open,medium,0,0,1,rain,13.55,30.0,1,1,0,0,,2,false,SIG143,,Bengaluru,PS24,,,NB,2023-12-25T16:29:00+00:00,
EVT-003268,2024-04-23T12:42:00+00:00,2024-04-23T12:42:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,high,false,Mysore Road,Z2,W155,,12.951141,77.523912,bus,KA25AB3238,officer,radio,open,medium,0,0,0,clear,1.26,21.8,1,3,0,0,,4,false,SIG19,,Bengaluru,PS44,,,EB,2024-04-23T12:42:00+00:00,
EVT-003269,2024-02-15T22:18:00+00:00,2024-02-15T22:18:00+00:00,,,,tree_fall,,tree fallen across carriageway,,low,false,ORR West,Z3,W25,,12.975816,77.543503,,,officer,radio,open,low,0,0,1,clear,0.28,27.8,1,3,0,0,,4,false,SIG10,,Bengaluru,PS26,,,WB,2024-02-15T22:18:00+00:00,
EVT-003270,2024-02-16T17:53:00+00:00,2024-02-16T17:53:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Kanakapura Road,Z1,W142,,13.058908,77.559696,car,KA59AB4294,officer,radio,open,medium,0,0,0,rain,10.48,25.3,1,3,0,0,,2,false,SIG60,,Bengaluru,PS36,,,WB,2024-02-16T17:53:00+00:00,
EVT-003271,2023-12-15T11:10:00+00:00,2023-12-15T11:10:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,ORR West,Z4,W40,,12.973605,77.585551,auto,KA53AB4415,officer,radio,open,low,0,0,0,clear,0.00,30.1,0,3,0,0,,2,false,SIG52,,Bengaluru,PS2,,,WB,2023-12-15T11:10:00+00:00,
EVT-003272,2024-02-10T10:51:00+00:00,2024-02-10T10:51:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Old Madras Road,Z6,W45,J299,12.974923,77.489303,two_wheeler,KA09AB8678,officer,radio,open,low,0,0,0,clear,2.54,22.9,0,1,0,0,,1,false,SIG105,,Bengaluru,PS22,,,EB,2024-02-10T10:51:00+00:00,
EVT-003273,2024-02-10T23:49:00+00:00,2024-02-10T23:49:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Mysore Road,Z4,W14,,13.093459,77.621467,truck,KA34AB1036,officer,radio,open,low,0,0,0,clear,0.00,27.2,1,1,0,0,,2,false,SIG119,,Bengaluru,PS12,,,SB,2024-02-10T23:49:00+00:00,
EVT-003274,2024-01-25T01:11:00+00:00,2024-01-25T01:11:00+00:00,,,,tree_fall,,tree fallen across carriageway,,low,false,Mysore Road,Z2,W129,,13.10604,77.712515,,,officer,radio,open,low,0,0,1,clear,4.61,26.6,0,3,0,0,,4,false,SIG111,,Bengaluru,PS17,,,SB,2024-01-25T01:11:00+00:00,
EVT-003275,2024-03-25T14:47:00+00:00,2024-03-25T14:47:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Mysore Road,Z1,W72,,13.024016,77.672766,auto,KA41AB9309,officer,radio,open,low,0,0,0,clear,3.32,28.6,1,1,0,0,,3,false,SIG134,,Bengaluru,PS38,,,SB,2024-03-25T14:47:00+00:00,
EVT-003276,2024-01-17T15:45:00+00:00,2024-01-17T15:45:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Sarjapur Road,Z2,W174,,12.880404,77.652037,two_wheeler,KA58AB9091,officer,radio,open,medium,0,0,0,rain,9.65,23.8,1,2,0,0,,4,false,SIG31,,Bengaluru,PS43,,,WB,2024-01-17T15:45:00+00:00,
EVT-003277,2023-11-15T11:23:00+00:00,2023-11-15T11:23:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,ORR East,Z6,W58,,12.988804,77.701431,two_wheeler,KA49AB3983,officer,radio,open,low,0,0,0,clear,0.85,23.5,1,1,0,0,,3,false,SIG65,,Bengaluru,PS17,,,EB,2023-11-15T11:23:00+00:00,
EVT-003278,2024-01-01T23:20:00+00:00,2024-01-01T23:20:00+00:00,,,,accident,,"accident reported, vehicles involved; road closure required",,medium,true,ORR West,Z4,W126,,13.007471,77.724835,,,officer,radio,open,critical,0,0,0,clear,0.00,24.3,3,2,1,0,,1,true,SIG101,,Bengaluru,PS48,,,EB,2024-01-01T23:20:00+00:00,
EVT-003279,2023-11-30T10:24:00+00:00,2023-11-30T10:24:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Hosur Road,Z7,W55,,12.871842,77.461274,auto,KA27AB3894,officer,radio,open,low,0,0,0,clear,1.48,23.1,0,2,0,0,,4,false,SIG98,,Bengaluru,PS2,,,NB,2023-11-30T10:24:00+00:00,
EVT-003280,2023-12-31T11:44:00+00:00,2023-12-31T11:44:00+00:00,,,,water_logging,,water logging slowing traffic,,low,false,Hosur Road,Z5,W101,,12.97378,77.559928,,,officer,radio,open,low,0,1,0,clear,0.00,25.0,0,1,0,0,,1,false,SIG164,,Bengaluru,PS7,,,SB,2023-12-31T11:44:00+00:00,
EVT-003281,2023-11-09T17:15:00+00:00,2023-11-09T17:15:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,critical,false,Old Madras Road,Z3,W87,,13.064148,77.519843,bus,KA36AB1123,officer,radio,open,medium,0,0,0,clear,0.00,32.2,0,1,0,0,,4,false,SIG144,,Bengaluru,PS19,,,NB,2023-11-09T17:15:00+00:00,
EVT-003282,2024-01-04T07:41:00+00:00,2024-01-04T07:41:00+00:00,,,,accident,,"accident reported, vehicles involved",,medium,false,Kanakapura Road,Z7,W117,,13.081485,77.706909,,,officer,radio,open,medium,0,0,0,clear,0.00,27.9,0,1,1,0,,2,false,SIG148,,Bengaluru,PS39,,,WB,2024-01-04T07:41:00+00:00,
EVT-003283,2024-01-08T00:57:00+00:00,2024-01-08T00:57:00+00:00,,,,pot_holes,,pothole causing slowdown; road closure required,,high,true,Tumkur Road,Z2,W66,,13.084666,77.464014,,,officer,radio,open,critical,1,0,0,clear,2.94,21.7,3,2,0,0,,4,true,SIG134,,Bengaluru,PS44,,,WB,2024-01-08T00:57:00+00:00,
EVT-003284,2023-11-29T23:24:00+00:00,2023-11-29T23:24:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Tumkur Road,Z2,W20,,12.960251,77.600289,auto,KA27AB9238,officer,radio,open,medium,0,0,0,clear,0.00,30.9,0,2,0,0,,3,false,SIG2,,Bengaluru,PS38,,,NB,2023-11-29T23:24:00+00:00,
EVT-003285,2024-01-18T06:53:00+00:00,2024-01-18T06:53:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,ORR West,Z6,W194,,13.07682,77.466556,auto,KA53AB1828,officer,radio,open,low,0,0,0,clear,0.00,26.7,0,1,0,0,,1,false,SIG81,,Bengaluru,PS43,,,NB,2024-01-18T06:53:00+00:00,
EVT-003286,2023-12-15T03:19:00+00:00,2023-12-15T03:19:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,ORR East,Z4,W31,,12.843076,77.761565,auto,KA03AB3612,officer,radio,open,high,0,0,0,clear,1.14,27.2,1,3,0,0,,2,false,SIG136,,Bengaluru,PS24,,,NB,2023-12-15T03:19:00+00:00,
EVT-003287,2024-02-12T23:29:00+00:00,2024-02-12T23:29:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Mysore Road,Z1,W81,,12.963342,77.47616,auto,KA23AB4562,officer,radio,open,medium,0,0,0,clear,0.00,24.3,1,1,0,0,,1,false,SIG9,,Bengaluru,PS5,,,EB,2024-02-12T23:29:00+00:00,
EVT-003288,2023-11-03T21:27:00+00:00,2023-11-03T21:27:00+00:00,,,,accident,,"accident reported, vehicles involved",,medium,false,Hosur Road,Z6,W68,,12.840046,77.486328,,,officer,radio,open,low,0,0,0,rain,9.6,31.9,0,2,0,0,,0,false,SIG34,,Bengaluru,PS25,,,NB,2023-11-03T21:27:00+00:00,
EVT-003289,2023-11-09T01:16:00+00:00,2023-11-09T01:16:00+00:00,,,,water_logging,,water logging slowing traffic,,high,false,ORR West,Z7,W1,,12.864121,77.492178,,,officer,radio,open,low,0,1,0,clear,0.00,25.4,0,2,0,0,,2,false,SIG6,,Bengaluru,PS40,,,SB,2023-11-09T01:16:00+00:00,
EVT-003290,2024-03-17T14:22:00+00:00,2024-03-17T14:22:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Kanakapura Road,Z5,W58,,12.875744,77.76386,two_wheeler,KA50AB4233,officer,radio,open,low,0,0,0,clear,0.00,27.0,0,2,0,0,,1,false,SIG48,,Bengaluru,PS1,,,EB,2024-03-17T14:22:00+00:00,
EVT-003291,2024-04-20T19:10:00+00:00,2024-04-20T19:10:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Magadi Road,Z7,W25,,13.089418,77.680387,two_wheeler,KA03AB9596,officer,radio,open,low,0,0,0,rain,16.41,23.3,0,3,0,0,,3,false,SIG146,,Bengaluru,PS6,,,SB,2024-04-20T19:10:00+00:00,
EVT-003292,2023-12-01T01:28:00+00:00,2023-12-01T01:28:00+00:00,,,,accident,,"accident reported, vehicles involved; road closure required",,medium,true,ORR West,Z5,W53,,12.949867,77.757591,,,officer,radio,open,high,0,0,0,rain,5.4,25.6,0,3,0,0,,1,true,SIG18,,Bengaluru,PS9,,,EB,2023-12-01T01:28:00+00:00,
EVT-003293,2024-03-24T22:18:00+00:00,2024-03-24T22:18:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Bellary Road,Z4,W195,,12.855726,77.599895,bus,KA54AB9260,officer,radio,open,medium,0,0,0,clear,4.2,26.6,0,1,0,0,,2,false,SIG25,,Bengaluru,PS32,,,WB,2024-03-24T22:18:00+00:00,
EVT-003294,2024-03-05T06:42:00+00:00,2024-03-05T06:42:00+00:00,,,,accident,,"accident reported, vehicles involved",,high,false,ORR West,Z3,W191,J11,12.905628,77.66396,,,officer,radio,open,high,0,0,0,rain,6.0,24.1,1,1,1,0,,2,false,SIG57,,Bengaluru,PS45,,,SB,2024-03-05T06:42:00+00:00,
EVT-003295,2024-02-09T19:48:00+00:00,2024-02-09T19:48:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Old Madras Road,Z5,W138,,13.021952,77.591027,bus,KA46AB8333,officer,radio,open,medium,0,0,0,clear,2.84,23.4,1,2,0,0,,2,false,SIG154,,Bengaluru,PS39,,,WB,2024-02-09T19:48:00+00:00,
EVT-003296,2023-12-07T06:39:00+00:00,2023-12-07T06:39:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,ORR East,Z2,W92,,12.915059,77.667157,bus,KA14AB4570,officer,radio,open,low,0,0,0,rain,8.74,27.3,0,2,0,0,,3,false,SIG121,,Bengaluru,PS17,,,SB,2023-12-07T06:39:00+00:00,
EVT-003297,2023-11-29T23:23:00+00:00,2023-11-29T23:23:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Sarjapur Road,Z8,W118,,13.12229,77.548352,auto,KA25AB4727,officer,radio,open,low,0,0,0,clear,0.00,23.5,0,3,0,0,,2,false,SIG77,,Bengaluru,PS24,,,WB,2023-11-29T23:23:00+00:00,
EVT-003298,2024-03-19T15:59:00+00:00,2024-03-19T15:59:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Mysore Road,Z2,W86,,13.051722,77.526686,bus,KA52AB0781,officer,radio,open,low,0,0,0,clear,3.02,29.2,0,3,0,0,,1,false,SIG159,,Bengaluru,PS13,,,EB,2024-03-19T15:59:00+00:00,
EVT-003299,2023-12-27T22:26:00+00:00,2023-12-27T22:26:00+00:00,,2023-12-28T00:19:54.164809+00:00,,breakdown,,vehicle breakdown blocking lane,,medium,false,ORR East,Z7,W120,,12.948388,77.727958,truck,KA55AB7030,officer,radio,closed,low,0,0,0,rain,9.44,25.2,1,2,0,0,,4,false,SIG149,,Bengaluru,PS4,,,WB,2023-12-27T22:26:00+00:00,
EVT-003300,2024-03-15T14:03:00+00:00,2024-03-15T14:03:00+00:00,,,,others,,incident reported,,high,false,Sarjapur Road,Z3,W158,,12.927666,77.617404,,,officer,radio,open,low,0,0,0,clear,0.00,26.7,0,2,0,0,,2,false,SIG95,,Bengaluru,PS27,,,EB,2024-03-15T14:03:00+00:00,
EVT-003301,2024-01-24T08:47:00+00:00,2024-01-24T08:47:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Kanakapura Road,Z6,W187,,12.929027,77.53624,car,KA15AB4264,officer,radio,open,low,0,0,0,rain,7.08,25.9,0,3,0,0,,4,false,SIG15,,Bengaluru,PS44,,,SB,2024-01-24T08:47:00+00:00,
EVT-003302,2023-11-25T03:18:00+00:00,2023-11-25T03:18:00+00:00,,,,accident,,"accident reported, vehicles involved; road closure required",,high,true,Tumkur Road,Z1,W157,,13.110659,77.635086,,,officer,radio,open,critical,0,0,0,rain,5.62,26.4,0,3,1,0,,2,true,SIG66,,Bengaluru,PS35,,,EB,2023-11-25T03:18:00+00:00,
EVT-003303,2024-03-12T11:05:00+00:00,2024-03-12T11:05:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,ORR West,Z4,W185,,13.117328,77.683358,truck,KA03AB6995,officer,radio,open,low,0,0,0,clear,0.00,19.1,0,3,0,0,,3,false,SIG59,,Bengaluru,PS16,,,SB,2024-03-12T11:05:00+00:00,
EVT-003304,2024-02-09T18:23:00+00:00,2024-02-09T18:23:00+00:00,,,,breakdown,,vehicle breakdown blocking lane; road closure required,,medium,true,Mysore Road,Z7,W165,,12.909486,77.757679,lcv,KA12AB4082,officer,radio,open,medium,0,0,0,clear,0.00,28.5,0,3,0,0,,2,true,SIG26,,Bengaluru,PS21,,,NB,2024-02-09T18:23:00+00:00,
EVT-003305,2024-01-08T13:34:00+00:00,2024-01-08T13:34:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Old Madras Road,Z2,W56,J318,12.899437,77.516434,bus,KA46AB1653,officer,radio,open,low,0,0,0,clear,0.00,24.8,0,2,0,0,,4,false,SIG132,,Bengaluru,PS25,,,SB,2024-01-08T13:34:00+00:00,
EVT-003306,2023-12-30T18:22:00+00:00,2023-12-30T18:22:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Mysore Road,Z8,W130,,12.935327,77.696125,auto,KA58AB8405,officer,radio,open,medium,0,0,0,clear,0.00,20.9,0,3,0,0,,4,false,SIG35,,Bengaluru,PS20,,,EB,2023-12-30T18:22:00+00:00,
EVT-003307,2023-11-20T07:41:00+00:00,2023-11-20T07:41:00+00:00,,,,pot_holes,,pothole causing slowdown,,medium,false,Mysore Road,Z2,W196,,12.971136,77.751356,,,officer,radio,open,medium,1,0,0,clear,1.2,23.3,1,3,0,0,,2,false,SIG90,,Bengaluru,PS27,,,EB,2023-11-20T07:41:00+00:00,
EVT-003308,2024-01-04T17:59:00+00:00,2024-01-04T17:59:00+00:00,,,,public_event,,public event procession,,medium,false,Hosur Road,Z1,W175,,13.071449,77.677038,,,officer,radio,open,low,0,0,0,rain,6.73,23.0,0,3,0,0,,1,false,SIG158,,Bengaluru,PS13,,,NB,2024-01-04T17:59:00+00:00,
EVT-003309,2024-02-19T05:08:00+00:00,2024-02-19T05:08:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Kanakapura Road,Z5,W176,,13.007706,77.534313,auto,KA57AB8736,officer,radio,open,low,0,0,0,clear,0.05,29.1,1,2,0,0,,3,false,SIG6,,Bengaluru,PS37,,,NB,2024-02-19T05:08:00+00:00,
EVT-003310,2023-11-09T02:25:00+00:00,2023-11-09T02:25:00+00:00,,,,accident,,"accident reported, vehicles involved",,medium,false,Sarjapur Road,Z4,W72,,12.938416,77.465247,,,officer,radio,open,high,0,0,0,clear,3.3,22.5,1,2,2,0,,4,false,SIG149,,Bengaluru,PS14,,,EB,2023-11-09T02:25:00+00:00,
EVT-003311,2024-01-05T13:58:00+00:00,2024-01-05T13:58:00+00:00,,,,accident,,"accident reported, vehicles involved",,medium,false,Mysore Road,Z2,W34,,13.044096,77.628217,,,officer,radio,open,medium,0,0,0,rain,9.65,26.2,0,2,0,0,,0,false,SIG116,,Bengaluru,PS9,,,NB,2024-01-05T13:58:00+00:00,
EVT-003312,2023-12-17T19:04:00+00:00,2023-12-17T19:04:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Sarjapur Road,Z2,W15,,13.005815,77.656942,auto,KA59AB0081,officer,radio,open,low,0,0,0,rain,6.59,25.2,0,3,0,0,,2,false,SIG154,,Bengaluru,PS21,,,EB,2023-12-17T19:04:00+00:00,
EVT-003313,2024-01-19T12:40:00+00:00,2024-01-19T12:40:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Kanakapura Road,Z6,W171,J329,12.977015,77.484301,auto,KA28AB9917,officer,radio,open,low,0,0,0,rain,13.59,27.1,1,3,0,0,,2,false,SIG104,,Bengaluru,PS19,,,EB,2024-01-19T12:40:00+00:00,
EVT-003314,2024-02-07T10:32:00+00:00,2024-02-07T10:32:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Mysore Road,Z1,W139,,13.12713,77.532327,two_wheeler,KA21AB3000,officer,radio,open,low,0,0,0,rain,6.58,30.9,1,1,0,0,,2,false,SIG132,,Bengaluru,PS48,,,WB,2024-02-07T10:32:00+00:00,
EVT-003315,2024-01-21T12:21:00+00:00,2024-01-21T12:21:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Mysore Road,Z3,W93,,12.900614,77.681658,truck,KA11AB6213,officer,radio,open,medium,0,0,0,rain,9.02,23.3,1,3,0,0,,0,false,SIG69,,Bengaluru,PS26,,,EB,2024-01-21T12:21:00+00:00,
EVT-003316,2024-03-04T23:17:00+00:00,2024-03-04T23:17:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,high,false,Tumkur Road,Z2,W46,,12.876156,77.622132,car,KA01AB9307,officer,radio,open,medium,0,0,0,rain,15.06,30.3,0,2,0,0,,2,false,SIG13,,Bengaluru,PS22,,,WB,2024-03-04T23:17:00+00:00,
EVT-003317,2024-03-11T02:20:00+00:00,2024-03-11T02:20:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,Old Madras Road,Z7,W128,,13.10632,77.548137,car,KA12AB2900,officer,radio,open,low,0,0,0,clear,2.2,30.9,1,1,0,0,,4,false,SIG52,,Bengaluru,PS42,,,EB,2024-03-11T02:20:00+00:00,
EVT-003318,2024-03-07T11:16:00+00:00,2024-03-07T11:16:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,ORR East,Z4,W133,,12.978943,77.532712,car,KA57AB2673,officer,radio,open,medium,0,0,0,clear,0.00,28.0,0,3,0,0,,1,false,SIG40,,Bengaluru,PS10,,,EB,2024-03-07T11:16:00+00:00,
EVT-003319,2024-04-10T17:31:00+00:00,2024-04-10T17:31:00+00:00,,,,pot_holes,,pothole causing slowdown; road closure required,,medium,true,Sarjapur Road,Z2,W5,,12.998618,77.763508,,,officer,radio,open,high,1,0,0,clear,0.00,23.3,0,2,0,0,,3,true,SIG24,,Bengaluru,PS29,,,NB,2024-04-10T17:31:00+00:00,
EVT-003320,2024-02-09T10:22:00+00:00,2024-02-09T10:22:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Tumkur Road,Z7,W27,,12.857369,77.752566,truck,KA35AB3251,officer,radio,open,low,0,0,0,rain,7.05,23.3,0,2,0,0,,1,false,SIG137,,Bengaluru,PS27,,,SB,2024-02-09T10:22:00+00:00,
EVT-003321,2024-02-16T15:21:00+00:00,2024-02-16T15:21:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,high,false,Tumkur Road,Z5,W87,,12.965726,77.548927,lcv,KA43AB5149,officer,radio,open,medium,0,0,0,clear,2.58,27.6,0,1,0,0,,2,false,SIG12,,Bengaluru,PS49,,,WB,2024-02-16T15:21:00+00:00,
EVT-003322,2024-03-28T10:36:00+00:00,2024-03-28T10:36:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,critical,false,Tumkur Road,Z1,W97,,12.931037,77.607424,car,KA41AB4273,officer,radio,open,high,0,0,0,clear,3.35,24.9,1,3,0,0,,2,false,SIG11,,Bengaluru,PS32,,,SB,2024-03-28T10:36:00+00:00,
EVT-003323,2024-03-08T14:14:00+00:00,2024-03-08T14:14:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,high,false,Hosur Road,Z7,W96,,12.914933,77.757801,bus,KA58AB6607,officer,radio,open,medium,0,0,0,rain,6.12,22.9,1,2,0,0,,3,false,SIG111,,Bengaluru,PS29,,,NB,2024-03-08T14:14:00+00:00,
EVT-003324,2024-04-23T14:48:00+00:00,2024-04-23T14:48:00+00:00,,,,others,,incident reported,,low,false,Hosur Road,Z6,W160,J151,13.099892,77.670186,,,officer,radio,open,low,0,0,0,clear,4.24,28.0,0,1,0,0,,4,false,SIG164,,Bengaluru,PS23,,,EB,2024-04-23T14:48:00+00:00,
EVT-003325,2024-01-31T01:18:00+00:00,2024-01-31T01:18:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,low,false,ORR East,Z5,W106,J303,13.103638,77.48342,auto,KA37AB9992,officer,radio,open,low,0,0,0,clear,0.89,23.5,1,2,0,0,,0,false,SIG6,,Bengaluru,PS23,,,WB,2024-01-31T01:18:00+00:00,
EVT-003326,2024-03-27T22:53:00+00:00,2024-03-27T22:53:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,high,false,Kanakapura Road,Z3,W128,,12.993373,77.707201,auto,KA16AB9927,officer,radio,open,high,0,0,0,rain,5.8,26.0,0,3,0,0,,0,false,SIG108,,Bengaluru,PS22,,,WB,2024-03-27T22:53:00+00:00,
EVT-003327,2024-04-09T18:11:00+00:00,2024-04-09T18:11:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,ORR West,Z1,W195,,12.9178,77.602876,bus,KA02AB8982,officer,radio,open,low,0,0,0,rain,8.63,25.2,0,2,0,0,,4,false,SIG16,,Bengaluru,PS47,,,NB,2024-04-09T18:11:00+00:00,
EVT-003328,2024-04-09T07:46:00+00:00,2024-04-09T07:46:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Mysore Road,Z3,W124,,13.119411,77.656265,car,KA57AB7234,officer,radio,open,low,0,0,0,clear,1.07,23.1,0,1,0,0,,4,false,SIG38,,Bengaluru,PS16,,,EB,2024-04-09T07:46:00+00:00,
EVT-003329,2024-02-12T00:34:00+00:00,2024-02-12T00:34:00+00:00,,,,others,,incident reported,,medium,false,Kanakapura Road,Z4,W153,,12.847546,77.461143,,,officer,radio,open,medium,0,0,0,rain,6.7,26.4,1,1,0,0,,1,false,SIG127,,Bengaluru,PS24,,,WB,2024-02-12T00:34:00+00:00,
EVT-003330,2024-01-24T09:36:00+00:00,2024-01-24T09:36:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Magadi Road,Z2,W29,,12.87865,77.482064,auto,KA29AB3491,officer,radio,open,medium,0,0,0,clear,0.00,28.3,0,1,0,0,,0,false,SIG88,,Bengaluru,PS13,,,SB,2024-01-24T09:36:00+00:00,
EVT-003331,2024-03-17T22:18:00+00:00,2024-03-17T22:18:00+00:00,,,,water_logging,,water logging slowing traffic,,medium,false,Sarjapur Road,Z6,W193,,12.912826,77.60617,,,officer,radio,open,medium,0,1,0,clear,0.00,28.9,1,3,0,0,,3,false,SIG119,,Bengaluru,PS42,,,NB,2024-03-17T22:18:00+00:00,
EVT-003332,2024-03-22T05:17:00+00:00,2024-03-22T05:17:00+00:00,,,,water_logging,,water logging slowing traffic,,high,false,ORR East,Z1,W103,,12.935117,77.514963,,,officer,radio,open,medium,0,1,0,clear,4.96,20.5,1,3,0,0,,2,false,SIG5,,Bengaluru,PS12,,,WB,2024-03-22T05:17:00+00:00,
EVT-003333,2024-03-24T16:02:00+00:00,2024-03-24T16:02:00+00:00,,,,tree_fall,,tree fallen across carriageway,,low,false,Mysore Road,Z6,W19,,13.031875,77.619629,,,officer,radio,open,low,0,0,1,clear,3.87,24.1,0,1,0,0,,1,false,SIG71,,Bengaluru,PS32,,,NB,2024-03-24T16:02:00+00:00,
EVT-003334,2023-12-30T18:56:00+00:00,2023-12-30T18:56:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Old Madras Road,Z7,W66,,12.885689,77.600223,lcv,KA16AB0297,officer,radio,open,low,0,0,0,clear,0.00,26.6,0,1,0,0,,0,false,SIG115,,Bengaluru,PS32,,,EB,2023-12-30T18:56:00+00:00,
EVT-003335,2023-12-11T16:35:00+00:00,2023-12-11T16:35:00+00:00,,,,breakdown,,vehicle breakdown blocking lane,,medium,false,Kanakapura Road,Z5,W155,,13.069863,77.750183,auto,KA10AB2351,officer,radio,open,low,0,0,0,clear,0.00,27.7,0,1,0,0,,1,false,SIG132,,Bengaluru,PS6,,,EB,2023-12-11T16:35:00+00:00,
EVT-003336,2023-12-05T07:58:00+00:00,2023-12-05T07:58:00+00:00,,2023-12-05T14:26:33.275009+00:00,,tree_fall,,tree fallen across carriageway,,medium,false,Tumkur Road,Z8,W176,,13.096474,77.494683,,,officer,radio,closed,low,0,0,1,clear,0.00,23.5,0,2,0,0,,3,false,SIG95,,Bengaluru,PS4,,,EB,2023-12-05T07:58:00+00:00,
EVT-003337,2024-04-28T11:16:00+00:00,2024-04-28T11:16:00+00:00,,,,others,,incident reported,,high,false,ORR West,Z7,W8,,13.076346,77.542358,,,officer,radio,open,high,0,0,0,clear,0.00,29.1,1,3,0,0,,0,false,SIG13,,Bengaluru,PS18,,,EB,2024-04-28T11:16:00+00:00,
